Ticker,EntryDate,ExitDate,EntryPrice,ExitPrice
SOL-USD,2025-06-12 07:30:00+00:00,2025-06-12 15:45:00+00:00,158.62591552734375,156.8160166640441
ETH-USD,2025-06-12 10:15:00+00:00,2025-06-12 19:45:00+00:00,2737.270263671875,2713.7471149160406
SOL-USD,2025-06-12 15:45:00+00:00,2025-06-12 19:45:00+00:00,156.8652801513672,155.05937129817102
TSLA,2025-06-12 18:15:00+00:00,2025-06-13 13:30:00+00:00,319.6600036621094,313.8423098225632
SOL-USD,2025-06-12 19:45:00+00:00,2025-06-12 20:45:00+00:00,154.82583618164062,152.996744849311
BTC-USD,2025-06-12 19:45:00+00:00,2025-06-12 22:45:00+00:00,106767.78125,105814.61720205576
ETH-USD,2025-06-12 19:45:00+00:00,2025-06-12 20:30:00+00:00,2701.084228515625,2673.217705689262
ETH-USD,2025-06-12 20:30:00+00:00,2025-06-12 20:45:00+00:00,2659.118896484375,2627.275408783994
SOL-USD,2025-06-12 20:45:00+00:00,2025-06-13 00:00:00+00:00,152.90440368652344,150.80206190248126
ETH-USD,2025-06-12 20:45:00+00:00,2025-06-13 00:00:00+00:00,2638.004150390625,2598.445298192609
SOL-USD,2025-06-13 00:00:00+00:00,2025-06-13 00:30:00+00:00,148.1669464111328,145.72135435443582
BTC-USD,2025-06-13 00:00:00+00:00,2025-06-13 00:30:00+00:00,104334.6953125,103400.19621064978
ETH-USD,2025-06-13 00:00:00+00:00,2025-06-13 00:30:00+00:00,2559.41064453125,2512.0301945796455
SOL-USD,2025-06-13 00:30:00+00:00,2025-06-13 02:30:00+00:00,145.0032196044922,142.10761394474744
ETH-USD,2025-06-13 00:30:00+00:00,2025-06-13 01:00:00+00:00,2539.094482421875,2488.3125927734377
BTC-USD,2025-06-13 00:45:00+00:00,2025-06-13 01:00:00+00:00,103938.2109375,102901.48654812321
ETH-USD,2025-06-13 01:00:00+00:00,2025-06-13 12:00:00+00:00,2475.056640625,2549.30833984375
BTC-USD,2025-06-13 01:00:00+00:00,2025-06-13 23:45:00+00:00,102922.8359375,106010.521015625
SOL-USD,2025-06-13 02:30:00+00:00,2025-06-13 08:00:00+00:00,141.5284881591797,145.77434280395508
SOL-USD,2025-06-13 09:15:00+00:00,2025-06-14 20:00:00+00:00,144.7850341796875,142.96850663767393
AMC,2025-06-13 13:30:00+00:00,2025-06-13 17:45:00+00:00,3.1310999393463135,3.225032937526703
TSLA,2025-06-13 13:30:00+00:00,2025-06-13 12:30:00-04:00,317.3399963378906,326.86019622802735
NVDA,2025-06-13 13:30:00+00:00,2025-06-13 14:15:00+00:00,143.13999938964844,141.83219711283374
ETH-USD,2025-06-13 10:00:00-04:00,2025-06-14 16:45:00+00:00,2528.245849609375,2502.91454388119
NVDA,2025-06-13 14:15:00+00:00,2025-06-16 11:00:00-04:00,141.1999969482422,145.43599685668946
TSLA,2025-06-13 19:45:00+00:00,2025-06-17 15:30:00+00:00,325.3500061035156,318.8430059814453
AMC,2025-06-13 19:45:00+00:00,2025-06-17 09:30:00-04:00,3.1549999713897705,3.097028066430638
ETH-USD,2025-06-14 18:30:00+00:00,2025-06-16 02:00:00+00:00,2494.394287109375,2569.2261157226562
SOL-USD,2025-06-14 20:00:00+00:00,2025-06-15 05:45:00+00:00,142.88865661621094,147.17531631469726
SOL-USD,2025-06-15 09:45:00+00:00,2025-06-15 14:15:00+00:00,144.3785400390625,148.70989624023437
SOL-USD,2025-06-15 19:30:00+00:00,2025-06-15 20:15:00+00:00,152.222900390625,150.91051943543425
SOL-USD,2025-06-15 20:30:00+00:00,2025-06-16 01:30:00+00:00,149.343017578125,153.82330810546875
SOL-USD,2025-06-16 21:30:00+00:00,2025-06-16 22:30:00+00:00,156.6457061767578,155.23106884729708
ETH-USD,2025-06-16 22:30:00+00:00,2025-06-16 22:45:00+00:00,2595.49755859375,2567.5824414793187
SOL-USD,2025-06-16 22:30:00+00:00,2025-06-16 22:45:00+00:00,154.349365234375,152.87353862084086
SOL-USD,2025-06-16 22:45:00+00:00,2025-06-16 23:45:00+00:00,152.98402404785156,151.07050283923556
ETH-USD,2025-06-16 22:45:00+00:00,2025-06-17 00:00:00+00:00,2572.8955078125,2538.653618510534
SOL-USD,2025-06-16 23:45:00+00:00,2025-06-17 00:00:00+00:00,150.9201202392578,148.90728615148797
ETH-USD,2025-06-17 00:00:00+00:00,2025-06-17 03:00:00+00:00,2539.284423828125,2615.4629565429686
SOL-USD,2025-06-17 00:00:00+00:00,2025-06-17 03:00:00+00:00,148.74012756347656,153.20233139038086
SOL-USD,2025-06-17 06:30:00+00:00,2025-06-17 09:30:00+00:00,153.14178466796875,151.27885430643195
SOL-USD,2025-06-17 13:00:00+00:00,2025-06-17 11:15:00-04:00,149.6943359375,148.39934465260245
NVDA,2025-06-17 09:30:00-04:00,2025-06-20 14:45:00+00:00,144.10499572753906,142.72357408136367
AMC,2025-06-17 09:30:00-04:00,2025-06-17 13:30:00-04:00,3.1050000190734863,3.056952692131852
ETH-USD,2025-06-17 11:00:00-04:00,2025-06-17 15:30:00+00:00,2517.658447265625,2496.3693701475395
ETH-USD,2025-06-17 15:30:00+00:00,2025-06-17 12:45:00-04:00,2498.575927734375,2472.5633800933815
TSLA,2025-06-17 15:30:00+00:00,2025-06-18 11:45:00-04:00,319.05999755859375,328.63179748535157
SOL-USD,2025-06-17 15:45:00+00:00,2025-06-17 13:00:00-04:00,147.5041046142578,146.25782641275407
ETH-USD,2025-06-17 12:45:00-04:00,2025-06-17 15:45:00-04:00,2467.00537109375,2541.0155322265628
SOL-USD,2025-06-17 13:00:00-04:00,2025-06-18 13:15:00+00:00,146.35006713867188,144.9247953907581
AMC,2025-06-17 13:30:00-04:00,2025-06-17 14:30:00-04:00,3.075000047683716,3.030148288462004
AMC,2025-06-17 14:30:00-04:00,2025-06-18 09:30:00-04:00,3.0350000858306885,2.9891765896328972
ETH-USD,2025-06-18 12:45:00+00:00,2025-06-18 13:15:00+00:00,2493.687255859375,2472.646166178569
AMC,2025-06-18 17:30:00+00:00,2025-06-20 09:30:00-04:00,3.0399999618530273,2.998017858761259
SOL-USD,2025-06-18 14:00:00-04:00,2025-06-19 14:45:00+00:00,145.06072998046875,143.4135763746066
ETH-USD,2025-06-19 00:00:00+00:00,2025-06-19 15:45:00+00:00,2518.173828125,2495.0157291255778
AMC,2025-06-20 09:30:00-04:00,2025-06-20 14:45:00+00:00,3.0399999618530273,2.986674800400272
ETH-USD,2025-06-20 14:45:00+00:00,2025-06-20 13:15:00-04:00,2492.903564453125,2469.921562912159
SOL-USD,2025-06-20 16:00:00+00:00,2025-06-20 13:15:00-04:00,142.71188354492188,141.51467538292027
SOL-USD,2025-06-20 13:15:00-04:00,2025-06-20 20:15:00+00:00,136.9922637939453,141.10203170776367
ETH-USD,2025-06-20 13:15:00-04:00,2025-06-20 13:30:00-04:00,2414.7236328125,2380.517023147417
ETH-USD,2025-06-20 13:30:00-04:00,2025-06-21 21:15:00+00:00,2407.24365234375,2367.2370709117654
SOL-USD,2025-06-21 18:45:00+00:00,2025-06-21 21:15:00+00:00,137.70628356933594,136.5224534780969
ETH-USD,2025-06-21 21:15:00+00:00,2025-06-21 21:30:00+00:00,2338.388916015625,2309.0407960471007
ETH-USD,2025-06-21 21:30:00+00:00,2025-06-21 23:30:00+00:00,2299.0302734375,2257.296222020662
